sentence_id,company,year,report_type,sentence_text,label,confidence,llm_label,llm_gw_risk,llm_top_features,kee_label,kee_notes
S0099,jsw,2022,BRSR,"if the entity has operations/offices in/around ecological sanctuaries, biosphere reserves, wetlands, biodiversity environmental approvals / clearances are required, plea All our integrated steel plant facilities are compliant wi tity, in the following format: Financial Year) reak-up by composition i.e. by materials 13,157,153.4 gh recycling, re-using or other recovery ure of disposal method (in metric tonnes)",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0110,jsw,2022,BRSR,"Dolvi and planted more than a million saplings in the span of orest cover which is estimated to have carbon capture, over a 25-year period, of approximately 185,000 tonnes.",S,0.5044,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[carbon capture|dolvi],,
S0115,jsw,2022,BRSR,Responsible business • Obtained Environmental Product Declarations (EPD)- Type III eco-labelling for all finished products from three integrated steel plants • Received an A-band from CDP for the number of best practices the Company is implementing under • Flagged off first-ever Electric Vehicle (EV) for material transfer in line with Company’s objective reduce carbon emissions at coated business.,V,0.5498,S,0.46,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[esp|cdp],,
S0118,jsw,2022,BRSR,"In April 2022, JUSL, a wholly-owned subsidiary of JSW Steel has received the environmental clearance (EC) for setting up of a greenfield Integrated Steel Plant (ISP) of 13.2 million tonnes per annum (MTPA) crude steel from the Union Ministry of Environment & Forest and Climate Change (MoEF&CC).",V,0.5325,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
S0124,jsw,2022,BRSR,The Company has developed a climate action plan to improve its carbon emission intensity beyond India’s Nationally Determined Contributions (NDC) and achieve more than 42% reduction by 2030 from the base year of 2005.,S,0.5096,S,0.133,vague_adj_ratio=0.00[NONE]; specific_tech=0.00[NONE]; verb_strength=0.10[NONE],,
S0125,jsw,2022,BRSR,"Improvement of input raw material quality through beneficiation • Increased use of renewable energy and scrap • Reducing coke in Blast Furnaces (BFs), increased Pulverised Coal Injection (PCI) and Natural Gas (NG) • Energy efficiency and process efficiency improvements through best available technologies • Continue efforts and collaborations towards development of deep decarbonisation technologies The Company has an operating Carbon Capture Utilisation (CCU) plant at Salav facility, which is capturing carbon from the exhaust gases generated by sponge iron operations, treating and converting it to approximately 100 TPD CO (99.5% purity) and which is being used in the food and beverage industry for use.",V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[carbon capture|blast furnace],,
S0126,jsw,2022,BRSR,"The Company has earmarked `10,000 crore over the next few years to decarbonise, the initiatives include shifting to solar power for energy and increase the usage of scrap in the steel making operations.",V,0.5259,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0127,jsw,2022,BRSR,"The Company had set a target of consuming around ~1,000 MW of renewable energy by 2030, and it has progressed steadily towards achieving the same.",S,0.5312,S,0.0,"vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[mw|by 2030|,000]; specific_tech=0.00[NONE]",,
S0128,jsw,2022,BRSR,JSW Steel has entered into a solar and wind power purchase agreement through SPVs set up by JSW Energy Limited.,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0144,jsw,2023,BRSR,"Details of total energy consumption (in Joules or multiples) and energy intensity, in the following format: Parameter (Current Financial (Previous Financial Total electricity consumption (A) 12650641 GJ 11703082 GJ Total fuel consumption (B) 481733789 GJ 435079392 GJ Energy consumption through other sources (C) 0 0 Total energy consumption (A+B+C) 494384430 GJ 446782474 GJ Energy intensity per rupee of turnover (Total energy consumption/ turnover in rupees) 0.00038 GJ/₹ 0.00038 GJ/₹ Energy intensity (optional) – the relevant metric may be selected by the entity 23.69 GJ/tcs 25.30 GJ/tcs Note: Indicate if any independent assessment/ evaluation/ assurance has been carried out by an Yes.",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0147,jsw,2023,BRSR,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Parameter Unit (Current Financial (Previous Financial Total Scope 1 emissions (Break-up of the GHG into CO , CH , N O, Metric Tonnes HFCs, PFCs, SF6, NF3, if available) 49359385 44211310 Total Scope 2 emissions (Break-up of the GHG into CO , CH , N O, Metric Tonnes HFCs, PFCs, SF6, NF3, if available) Total Scope 1 and Scope 2 emissions per rupee of turnover kgCO /₹ turnover 0.0378 0.038 Total Scope 1 and Scope 2 emission intensity (optional) tCO /tcs 2.36 2.50 – the relevant metric may be selected by the entity Note: Indicate if any independent assessment/ evaluation/ Yes.",V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0149,jsw,2023,BRSR,We have set ourselves an ambitious CO emission reduction target of 42% reduction over a base year of 2005 till 2030.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0152,jsw,2023,BRSR,We are also collaborating with various technology and engineering companies to explore and evaluate various Carbon Capture Utilisation and Storage (CCUS) options and their applications.,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0158,jsw,2023,BRSR,"Provide break-up of the total energy consumed (in Joules or multiples) from renewable and non-renewable sources, in the following format: Parameter (Current Financial (Previous Financial From renewable sources Total electricity consumption (A) 1427160 GJ 0 Total fuel consumption (B 0 0 Energy consumption through other sources (C) 0 0 Total energy consumption (A+B+C) 1427160 GJ 0",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0159,jsw,2023,BRSR,From Non renewable sources Total electricity consumption (D) 11223481 GJ 11703082 GJ Total fuel consumption (E) 481733789 GJ 435079392 GJ Energy consumption through other sources (F) 0 0 Total energy consumption (D+E+F) 492957270 GJ 446782474 GJ Note: Indicate if any independent assessment/ evaluation/assurance has been carried out by an Yes.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0161,jsw,2023,BRSR,"With treatment – please specify level of treatment Vijayanagar, Dolvi and Salem are Zero (iii) To Seawater Discharge Plants.",V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0171,jsw,2023,BRSR,"JSW have taken up a Mangrove restoration project at Dolvi and planted more than a million saplings in the span of 4 years thereby bringing 340 hectares of land under forest cover which is estimated to have carbon capture, over a 25-year period, of approximately 185,000 tonnes.",S,0.5044,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[carbon capture|dolvi],,
S0174,jsw,2023,BRSR,Turnover of products and/ services as a percentage of turnover from all products/service that carry information As a percentage to total turnover Environmental and social parameters relevant to the product Safe and responsible usage 100% Recycling and/or safe disposal 3.,V,0.5498,S,0.363,target_year=0.00[NONE]; verb_strength=0.10[NONE]; vague_adj_ratio=0.16[responsible],,
S0175,jsw,2023,BRSR,"interventions under public health, In FY 2022-23, profit after tax was education, skill development, social $10.5 million (`110 crore), compared to infrastructure, waste management, a net loss after tax of $10.6 million (`72 environment, drinking water, women crore) in FY 2021-22. empowerment, and so on.",V,0.5042,S,0.0,vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[million|crore|fy 2022|fy 2021]; target_year=0.00[NONE],,
S0176,jsw,2023,BRSR,"company has developed a comprehensive climate To make this Vision a reality – a comprehensive strategy action plan with the goal of achieving carbon dioxide has been developed which is backed by a robust emission intensity reduction of more than 42% by 2030, Sustainability Framework.",V,0.5054,S,0.216,specific_tech=0.00[NONE]; verb_strength=0.10[NONE]; vague_adj_ratio=0.14[comprehensive],,
S0181,jsw,2023,BRSR,"In addition, the company has Key Sustainability Focus Areas committed `10,000 crore ($1.3 billion) over the next few • Climate Change years towards decarbonisation initiatives, including the shift to solar power for energy and increasing the usage of scrap in steel making operations.",V,0.5042,S,0.0,"vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[crore|billion|,000]; target_year=0.00[NONE]",,
S0184,jsw,2023,BRSR,"• Air Emissions JSW Steel is proud to announce the launch of project SEED (Sustainable Energy Environment and Decarbonisation), a large scale decarbonisation • Local Considerations programme at Vijayanagar plant, as part of the commitment to achieving decarbonisation targets by 2030.",V,0.5001,S,0.367,specific_tech=1.00[vijayanagar|jsw steel]; verb_strength=0.10[NONE]; vague_adj_ratio=0.17[sustainable],,
S0188,jsw,2023,BRSR,5) Water Management JSW Steel has set a target of achieving specific water JSW Steel has been steadily shifting towards cleaner consumption (in steel production) of 2.21 m3/tcs energy sources to optimise its business processes by 2030.,S,0.5247,S,0.133,vague_adj_ratio=0.00[NONE]; verb_strength=0.10[NONE]; quantifier_count=0.67[m3|by 2030],,
S0189,jsw,2023,BRSR,"As the Company’s main steel set a target of installing 10 GW of renewable power production facilities operate in water-scarce areas, JSW capacities and using only renewables in steel making Steel continuously implements process enhancements by 2030 and has made exceptional progress towards to achieve better water conservation and harvesting.",V,0.5036,S,0.206,specific_tech=0.00[NONE]; verb_strength=0.10[NONE]; vague_adj_ratio=0.12[better],,
S0201,jsw,2023,BRSR,"It is designed as a special bag During FY 2022-23, the Company spent `243 crore filter based dry gas cleaning system for sinter plants towards CSR expenditure and the balance of `48 crore and has capabilities to treat up to 430,000 Nm3/hour, was deposited in an escrow account for CSR spending significantly reducing dust emissions.",V,0.5042,S,0.0,"vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[crore|fy 2022|,000]; target_year=0.00[NONE]",,
S0204,jsw,2023,BRSR,"Recognised as a Supplier Engagement Leader by Awards and Recognition on Environment: CDP for implementation of current best practices • Dolvi Works has received CAP 2.0 Award (Climate Action Programme 2022), under the Category for Vijayanagar Energy, Mining and Heavy Manufacturing Sector for outstanding Initiatives and achievement on • Won the IIM National Sustainability Award for best Environment and Energy Management at JSW Steel quality, registering highest product development, profit making, human resources management, and environmental performances during the year.",V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0205,jsw,2023,BRSR,jswsteel.in/investors/. • Carbon Disclosure Project (CDP) 7) Directors and Key Management Personnel • Principles under United Nations Global Compact,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0207,jsw,2024,BRSR,"JSW have taken up a Mangrove restoration project at Dolvi and planted more than a million saplings in the span of 4 years thereby bringing 340 hectares of land under forest cover which is estimated to have carbon capture, over a 25-year period, of approximately 185,000 tonnes.",S,0.5044,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[carbon capture|dolvi],,
S0212,jsw,2024,BRSR,"Details of beneficiaries of CSR projects: % of beneficiaries from No. of persons benefitted CSR Project vulnerable and marginalised from CSR Projects Health & Nutrition 6,07,260.00 75% Education 5,54,902.00 75% Waste Management 1,47,150.00 75% Agri Livelihood 51,612.00 75% Water, Environment & Sanitation 2,49,630.00 75% Skills Livelihood 18,821.00 75% Promotion of Sports 69,762.00 75% PRINCIPLE 9: Businesses should engage with and provide value to their consumers in a responsible manner Essential Indicators 1.",S,0.5149,S,0.062,"quantifier_count=1.00[75%|,260|,902|,150]; target_year=0.00[NONE]; specific_tech=1.00[esp|gri]",,
S0215,jsw,2024,BRSR,"The HSM in April 2022, JUSL, a wholly owned subsidiary facility has capability of manufacturing plates, of JSW Steel, received the environmental coils and is equipped with advanced features clearance ('Ec') for setting up a 13.2 MTPA such as Digital Reheating Furnaces, Evaporative greenfield integrated Steel Plant ('iSP') cooling System, Waste Heat Recovery System, from the Union Ministry of Environment & Attached Edger in Finishing mills for accurate width Forest and climate change ('MoEF&cc').",V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[waste heat recovery|jsw steel],,
S0216,jsw,2024,BRSR,"NSL Green Steel Recycling Limited ('NGSRL') land, for which the Divisional Forest Officer, The company has embarked on the journey of Mangrove Forest Division ('WL'), Rajnagar & reducing its carbon footprint by setting a target the collector on January 4, 2024 delivered of 1.95 TcO/Ton of steel from 2.52 TcO by 2030.",V,0.5283,S,0.356,specific_tech=0.00[NONE]; verb_strength=0.10[NONE]; vague_adj_ratio=0.15[green],,
S0219,jsw,2024,BRSR,"Key sustainability focus areas: • climate change The policy also enumerates that efforts will be made to maintain a dividend payout (including dividend distribution tax and dividend on preference shares, if any) in the range of 15% to 20% of the consolidated net profit of the company, • Water resources in any financial year, subject to compliance of covenants • Waste with lenders/bondholders.",V,0.5259,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0221,jsw,2024,BRSR,The company has set a • Human rights target to transition from thermal to renewable energy usage for which it has planned installation of 10 GW • indigenous people renewable energy capacities by 2030.,S,0.5096,S,0.133,vague_adj_ratio=0.00[NONE]; specific_tech=0.00[NONE]; verb_strength=0.10[NONE],,
S0223,jsw,2024,BRSR,Supply chain sustainability The company had entered into Power Purchase • Sustainable mining Agreement for procurement of 958 MW of renewable • Social sustainability power (733 MW Wind and 225 MW Solar) earlier.,V,0.5403,S,0.393,target_year=0.00[NONE]; specific_tech=1.00[mw solar|mw wind]; verb_strength=0.10[NONE],,
S0226,jsw,2024,BRSR,The The Board of Directors has now approved entering company is taking a number of steps in its journey into contract for procuring a hybrid renewable energy towards decarbonisation: generation capacity of 600 MW (200 MW Solar and 400 MW Wind) along with 320 MWh battery storage at •,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[mw solar|mw wind],,
S0227,jsw,2024,BRSR,"The company has set a target to reduce its cO emission intensity by 42% by 2030 (from 2005 base the above renewable capacities are being set up under year), and become Net Neutral in carbon emissions the group captive norms prescribed under the Electricity for all operations under its direct control by 2050 •",S,0.5312,S,0.0,vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[42%|by 2030|by 2050]; specific_tech=0.00[NONE],,
S0228,jsw,2024,BRSR,"The company has earmarked USD 1.25 billion dollars in addition to this, the company is continuously towards initiatives to reduce our cO emissions to achieve its 2030 target practices to conserve energy and optimise input costs.",V,0.5122,S,0.267,vague_adj_ratio=0.00[NONE]; specific_tech=0.00[NONE]; verb_strength=0.10[NONE],,
S0234,jsw,2024,BRSR,5) Water Management 8) Biodiversity The company has set a target of achieving specific JSW Steel pursues the biodiversity conservation for the water consumption (in steel production) of 2.21 m3/ protection and management of biodiversity to obtain tcs by 2030.,S,0.5247,S,0.133,vague_adj_ratio=0.00[NONE]; verb_strength=0.10[NONE]; quantifier_count=0.67[m3|by 2030],,
S0245,jsw,2024,BRSR,The Maximised Emission after set off was `298 crore.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0248,jsw,2024,BRSR,Exceed OHS Other awards received by respective Plants award & conference 2022 in the Steel category Vijayanagar • Recognised with “Platinum award” for EcO innovative • Won the prestigious Gold award in the Waste product by Grow care india Management category at the 14th Exceed Green • Recognised with “Gold award” for Excellence in Future Award & conference 2023 Energy Efficiency by Grow care india • Declared as a Gold Award winner in the international • Recognised with “Gold award” for Excellence in Research institute for Manufacturing (iRiM)’s india Water Management by Grow care india Green Manufacturing challenge (iGMc) Awards 2023 • 16 teams participated and won 16 Gold (First category) awards in chapter convention on Quality •,V,0.5448,S,0.432,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[esp|vijayanagar],,
S0249,jsw,2024,BRSR,"• carbon Disclosure Project ('cDP') Pursuant to the recommendation of the Nomination • Principles under United Nations Global compact and Remuneration committee, the Board of Directors of the company (Board) at its meeting held on January • National Guidelines on Responsible Business 25, 2024, had subject to the approval of the members conduct ('NGRBc') at the ensuing AGM of the company, approved the The necessary disclosures under these guidelines, re-appointment of Mr. Jayant Acharya as a Whole-time together with the articulation of company’s approach to Director of the company, designated as Jt.",V,0.5475,S,0.447,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[esp|carbon disclosure project|cdp],,
S0262,jsw,2025,BRSR,"Principle (In INR) judicial institutions (Yes/No) Penalty/Fine 1 Principle 6 Chhattisgarh 360,000 Emission of smoke from duct canopy from the shed of No Environment SMS Unit and high emission from the chimney of the Conservation Board, sinter plant was observed by Regional officer and Chief Raipur (CG) Chemist of C.E.C.B. Penalty/Fine 2 Principle 6 Chhattisgarh 570,000 Penalty letters received from Chhattisgarh No Environment Environment Conservation Board (CECB) RO for Conservation Board Improper tarpaulin covering of Coal transporting truck.",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0269,jsw,2025,BRSR,Provide the following details related to water discharged (in kilolitres): Current Financial Year Previous Financial Year Water discharge by destination and level of treatment (in kilolitres) (i) To Surface water No treatment 0.00 Kl 0.00 Kl With treatment – please specify level of treatment 0.00,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0270,jsw,2025,BRSR,No treatment 0.00 Kl 0.00 Kl With treatment – please specify level of treatment 0.00 Kl 0.00 Kl Total water discharged (in kilolitres) 0.00 Kl 0.00 Kl Note: Indicate if any independent assessment/evaluation/assurance has been carried out by an external agency?,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0273,jsw,2025,BRSR,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) and its intensity: Current Financial Year Previous Financial Year Total Scope 1 emissions (Break-up of the GHG into CO , CH , N O, HFCs, Ton CO 5,31,00,751.63 5,21,06,566.00 PFCs, SF , NF , if available) Total Scope 2 emissions (Break-up of the GHG into CO , CH , N O, HFCs, Ton CO 16,53,056.65 10,61,079.00 PFCs, SF , NF , if available) Total Scope 1 and Scope 2 emissions per rupee of turnover (Total Scope 1 and Scope 2 GHG emissions/Revenue from operations)",S,0.5261,S,0.0,"vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[,751|,566|,056|,079]; target_year=0.00[NONE]",,
S0274,jsw,2025,BRSR,Ton CO /I 0.00004356 0.00003979 Total Scope 1 and Scope 2 emissions intensity per rupee of turnover Ton CO /USD 0.00090008 0.000891 adjusted for Purchasing Power Parity (PPP),V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0275,jsw,2025,BRSR,(Total Scope 1 and Scope 2 GHG emissions/Revenue from operations adjusted for PPP),V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0276,jsw,2025,BRSR,Total Scope 1 and Scope 2 emissions intensity in terms of physical outputTon,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0277,jsw,2025,BRSR,2.436 2.44 Total Scope 1 and Scope 2 emissions intensity (optional) – the relevant metric may be selected by the entity Note: Indicate if any independent assessment/evaluation/assurance has been carried out by an external agency?,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0279,jsw,2025,BRSR,We have set ourselves an ambitious CO emission reduction target of 42% reduction over a base year of 2005 till 2030.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0282,jsw,2025,BRSR,We are also collaborating with various technology and engineering companies to explore and evaluate various Carbon Capture Utilization and Storage (CCUS) options and their applications.,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0284,jsw,2025,BRSR,Currently we are already using RE power from 225 MW Solar plant and partly from 600 MW wind power plant which is under commissioning.,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[solar plant|mw solar|mw wind],,
S0293,jsw,2025,BRSR,"Water withdrawal, consumption and discharge in the following format: Current Financial Year Previous Financial Year Water withdrawal by source (in kilolitres) (i) Surface water 59303549.05 Kl 55245020.00 Kl (ii) Groundwater 118140.00",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0294,jsw,2025,BRSR,32105186.16 Kl 29934640.00 Kl Water intensity per rupee of turnover (Water consumed/turnover) 0.00002554 Kl/I 0.00002240 Kl/I Water intensity (optional) – the relevant metric may be selected by the entity Current Financial Year Previous Financial Year Water discharge by destination and level of treatment (in kilolitres) (i) Into Surface water No treatment 0.00 Kl 0.00 Kl With treatment – please specify level of treatment 0.00,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0295,jsw,2025,BRSR,No treatment 0.00 Kl 0.00 Kl With treatment – please specify level of treatment 0.00 Kl 0.00 Kl Total water discharged (in kilolitres) 0.00 Kl 0.00 Kl Source-India water tool 3.0 for water stress area details.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0302,jsw,2025,BRSR,The Board of Directors had approved the capital expenditure to be incurred by JUSL for setting up: (a) a JUSL has received environmental clearance (EC) for setting up a 13.2 MTPA greenfield Integrated Steel Plant (“KMs”) from the Nuagaon mines to Jagatsinghpur; and (ISP) from the Union Ministry of Environment & Forest (b) an 8 MTPA pellet plant at Jagatsinghpur including land and Climate Change (MoEF&CC).,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
